Symbol,Date,Close
MSFT,4/28/2016,49.9
MSFT,4/29/2016,49.87
MSFT,5/2/2016,50.61
MSFT,5/3/2016,49.78
MSFT,5/4/2016,49.87
MSFT,5/5/2016,49.94
MSFT,5/6/2016,50.39
MSFT,5/9/2016,50.07
MSFT,5/10/2016,51.02
MSFT,5/11/2016,51.05
MSFT,5/12/2016,51.51
MSFT,5/13/2016,51.08
MSFT,5/16/2016,51.83
MSFT,5/17/2016,50.51
MSFT,5/18/2016,50.81
MSFT,5/19/2016,50.32
MSFT,5/20/2016,50.62
MSFT,5/23/2016,50.03
MSFT,5/24/2016,51.59
MSFT,5/25/2016,52.12
MSFT,5/26/2016,51.89
MSFT,5/27/2016,52.32
MSFT,5/31/2016,53
MSFT,6/1/2016,52.85
MSFT,6/2/2016,52.48
MSFT,6/3/2016,51.79
MSFT,6/6/2016,52.13
MSFT,6/7/2016,52.1
MSFT,6/8/2016,52.04
MSFT,6/9/2016,51.62
MSFT,6/10/2016,51.48
MSFT,6/13/2016,50.14
MSFT,6/14/2016,49.83
MSFT,6/15/2016,49.69
MSFT,6/16/2016,50.39
MSFT,6/17/2016,50.13
MSFT,6/20/2016,50.07
MSFT,6/21/2016,51.19
MSFT,6/22/2016,50.99
MSFT,6/23/2016,51.91
MSFT,6/24/2016,49.83
MSFT,6/27/2016,48.43
MSFT,6/28/2016,49.44
MSFT,6/29/2016,50.54
MSFT,6/30/2016,51.17
MSFT,7/1/2016,51.16
MSFT,7/5/2016,51.17
MSFT,7/6/2016,51.38
MSFT,7/7/2016,51.38
MSFT,7/8/2016,52.3
MSFT,7/11/2016,52.59
MSFT,7/12/2016,53.21
MSFT,7/13/2016,53.51
MSFT,7/14/2016,53.74
MSFT,7/15/2016,53.7
MSFT,7/18/2016,53.96
MSFT,7/19/2016,53.09
MSFT,7/20/2016,55.91
MSFT,7/21/2016,55.8
MSFT,7/22/2016,56.57
MSFT,7/25/2016,56.73
MSFT,7/26/2016,56.76
MSFT,7/27/2016,56.19
MSFT,7/28/2016,56.21
MSFT,7/29/2016,56.68
MSFT,8/1/2016,56.58
MSFT,8/2/2016,56.58
MSFT,8/3/2016,56.97
MSFT,8/4/2016,57.39
MSFT,8/5/2016,57.96
MSFT,8/8/2016,58.06
MSFT,8/9/2016,58.2
MSFT,8/10/2016,58.02
MSFT,8/11/2016,58.3
MSFT,8/12/2016,57.94
MSFT,8/15/2016,58.12
MSFT,8/16/2016,57.44
MSFT,8/17/2016,57.56
MSFT,8/18/2016,57.6
MSFT,8/19/2016,57.62
MSFT,8/22/2016,57.67
MSFT,8/23/2016,57.89
MSFT,8/24/2016,57.95
MSFT,8/25/2016,58.17
MSFT,8/26/2016,58.03
MSFT,8/29/2016,58.1
MSFT,8/30/2016,57.89
MSFT,8/31/2016,57.46
MSFT,9/1/2016,57.59
MSFT,9/2/2016,57.67
MSFT,9/6/2016,57.61
MSFT,9/7/2016,57.66
MSFT,9/8/2016,57.43
MSFT,9/9/2016,56.21
MSFT,9/12/2016,57.05
MSFT,9/13/2016,56.53
MSFT,9/14/2016,56.26
MSFT,9/15/2016,57.19
MSFT,9/16/2016,57.25
MSFT,9/19/2016,56.93
MSFT,9/20/2016,56.81
MSFT,9/21/2016,57.76
MSFT,9/22/2016,57.82
MSFT,9/23/2016,57.43
MSFT,9/26/2016,56.9
MSFT,9/27/2016,57.95
MSFT,9/28/2016,58.03
MSFT,9/29/2016,57.4
MSFT,9/30/2016,57.6
MSFT,10/3/2016,57.42
MSFT,10/4/2016,57.24
MSFT,10/5/2016,57.64
MSFT,10/6/2016,57.74
MSFT,10/7/2016,57.8
MSFT,10/10/2016,58.04
MSFT,10/11/2016,57.19
MSFT,10/12/2016,57.11
MSFT,10/13/2016,56.92
MSFT,10/14/2016,57.42
MSFT,10/17/2016,57.22
MSFT,10/18/2016,57.66
MSFT,10/19/2016,57.53
MSFT,10/20/2016,57.25
MSFT,10/21/2016,59.66
MSFT,10/24/2016,61
MSFT,10/25/2016,60.99
MSFT,10/26/2016,60.63
MSFT,10/27/2016,60.1
MSFT,10/28/2016,59.87
MSFT,10/31/2016,59.92
MSFT,11/1/2016,59.8
MSFT,11/2/2016,59.43
MSFT,11/3/2016,59.21
MSFT,11/4/2016,58.71
MSFT,11/7/2016,60.42
MSFT,11/8/2016,60.47
MSFT,11/9/2016,60.17
MSFT,11/10/2016,58.7
MSFT,11/11/2016,59.02
MSFT,11/14/2016,58.12
MSFT,11/15/2016,58.87
MSFT,11/16/2016,59.65
MSFT,11/17/2016,60.64
MSFT,11/18/2016,60.35
MSFT,11/21/2016,60.86
MSFT,11/22/2016,61.12
MSFT,11/23/2016,60.4
MSFT,11/25/2016,60.53
MSFT,11/28/2016,60.61
MSFT,11/29/2016,61.09
MSFT,11/30/2016,60.26
MSFT,12/1/2016,59.2
MSFT,12/2/2016,59.25
MSFT,12/5/2016,60.22
MSFT,12/6/2016,59.95
MSFT,12/7/2016,61.37
MSFT,12/8/2016,61.01
MSFT,12/9/2016,61.97
MSFT,12/12/2016,62.17
MSFT,12/13/2016,62.98
MSFT,12/14/2016,62.68
MSFT,12/15/2016,62.58
MSFT,12/16/2016,62.3
MSFT,12/19/2016,63.62
MSFT,12/20/2016,63.54
MSFT,12/21/2016,63.54
MSFT,12/22/2016,63.55
MSFT,12/23/2016,63.24
MSFT,12/27/2016,63.28
MSFT,12/28/2016,62.99
MSFT,12/29/2016,62.9
MSFT,12/30/2016,62.14
MSFT,1/3/2017,62.58
MSFT,1/4/2017,62.3
MSFT,1/5/2017,62.3
MSFT,1/6/2017,62.84
MSFT,1/9/2017,62.64
MSFT,1/10/2017,62.62
MSFT,1/11/2017,63.19
MSFT,1/12/2017,62.61
MSFT,1/13/2017,62.7
MSFT,1/17/2017,62.53
MSFT,1/18/2017,62.5
MSFT,1/19/2017,62.3
MSFT,1/20/2017,62.74
MSFT,1/23/2017,62.96
MSFT,1/24/2017,63.52
MSFT,1/25/2017,63.68
MSFT,1/26/2017,64.27
MSFT,1/27/2017,65.78
MSFT,1/30/2017,65.13
MSFT,1/31/2017,64.65
MSFT,2/1/2017,63.58
MSFT,2/2/2017,63.17
MSFT,2/3/2017,63.68
MSFT,2/6/2017,63.64
MSFT,2/7/2017,63.43
MSFT,2/8/2017,63.34
MSFT,2/9/2017,64.06
MSFT,2/10/2017,64
MSFT,2/13/2017,64.72
MSFT,2/14/2017,64.57
MSFT,2/15/2017,64.53
MSFT,2/16/2017,64.52
MSFT,2/17/2017,64.62
MSFT,2/21/2017,64.49
MSFT,2/22/2017,64.36
MSFT,2/23/2017,64.62
MSFT,2/24/2017,64.62
MSFT,2/27/2017,64.23
MSFT,2/28/2017,63.98
MSFT,3/1/2017,64.94
MSFT,3/2/2017,64.01
MSFT,3/3/2017,64.25
MSFT,3/6/2017,64.27
MSFT,3/7/2017,64.4
MSFT,3/8/2017,64.99
MSFT,3/9/2017,64.73
MSFT,3/10/2017,64.93
MSFT,3/13/2017,64.71
MSFT,3/14/2017,64.41
MSFT,3/15/2017,64.75
MSFT,3/16/2017,64.64
MSFT,3/17/2017,64.87
MSFT,3/20/2017,64.93
MSFT,3/21/2017,64.21
MSFT,3/22/2017,65.03
MSFT,3/23/2017,64.87
MSFT,3/24/2017,64.98
MSFT,3/27/2017,65.1
MSFT,3/28/2017,65.29
MSFT,3/29/2017,65.47
MSFT,3/30/2017,65.71
MSFT,3/31/2017,65.86
MSFT,4/3/2017,65.55
MSFT,4/4/2017,65.73
MSFT,4/5/2017,65.56
MSFT,4/6/2017,65.73
MSFT,4/7/2017,65.68
MSFT,4/10/2017,65.53
MSFT,4/11/2017,65.48
MSFT,4/12/2017,65.23
MSFT,4/13/2017,64.95
MSFT,4/17/2017,65.48
MSFT,4/18/2017,65.39
MSFT,4/19/2017,65.04
MSFT,4/20/2017,65.5
MSFT,4/21/2017,66.4
MSFT,4/24/2017,67.53
MSFT,4/25/2017,67.92
MSFT,4/26/2017,67.83
MSFT,4/27/2017,68.27
MSFT,4/28/2017,68.46
MSFT,5/1/2017,69.41
MSFT,5/2/2017,69.3
MSFT,5/3/2017,69.08
MSFT,5/4/2017,68.81
MSFT,5/5/2017,69
MSFT,5/8/2017,68.94
MSFT,5/9/2017,69.04
MSFT,5/10/2017,69.31
MSFT,5/11/2017,68.46
MSFT,5/12/2017,68.38
MSFT,5/15/2017,68.43
MSFT,5/16/2017,69.41
MSFT,5/17/2017,67.48
MSFT,5/18/2017,67.71
MSFT,5/19/2017,67.69
MSFT,5/22/2017,68.45
MSFT,5/23/2017,68.68
MSFT,5/24/2017,68.77
MSFT,5/25/2017,69.62
MSFT,5/26/2017,69.96
MSFT,5/30/2017,70.41
MSFT,5/31/2017,69.84
MSFT,6/1/2017,70.1
MSFT,6/2/2017,71.76
MSFT,6/5/2017,72.28
MSFT,6/6/2017,72.52
MSFT,6/7/2017,72.39
MSFT,6/8/2017,71.95
MSFT,6/9/2017,70.32
MSFT,6/12/2017,69.78
MSFT,6/13/2017,70.65
MSFT,6/14/2017,70.27
MSFT,6/15/2017,69.9
MSFT,6/16/2017,70
MSFT,6/19/2017,70.87
MSFT,6/20/2017,69.91
MSFT,6/21/2017,70.27
MSFT,6/22/2017,70.26
MSFT,6/23/2017,71.21
MSFT,6/26/2017,70.53
MSFT,6/27/2017,69.21
MSFT,6/28/2017,69.8
MSFT,6/29/2017,68.49
MSFT,6/30/2017,68.93
MSFT,7/3/2017,68.17
MSFT,7/5/2017,69.08
MSFT,7/6/2017,68.57
MSFT,7/7/2017,69.46
MSFT,7/10/2017,69.98
MSFT,7/11/2017,69.99
MSFT,7/12/2017,71.15
MSFT,7/13/2017,71.77
MSFT,7/14/2017,72.78
MSFT,7/17/2017,73.35
MSFT,7/18/2017,73.3
MSFT,7/19/2017,73.86
MSFT,7/20/2017,74.22
MSFT,7/21/2017,73.79
MSFT,7/24/2017,73.6
MSFT,7/25/2017,74.19
MSFT,7/26/2017,74.05
MSFT,7/27/2017,73.16
MSFT,7/28/2017,73.04
MSFT,7/31/2017,72.7
MSFT,8/1/2017,72.58
MSFT,8/2/2017,72.26
MSFT,8/3/2017,72.15
MSFT,8/4/2017,72.68
MSFT,8/7/2017,72.4
MSFT,8/8/2017,72.79
MSFT,8/9/2017,72.47
MSFT,8/10/2017,71.41
MSFT,8/11/2017,72.5
MSFT,8/14/2017,73.59
MSFT,8/15/2017,73.22
MSFT,8/16/2017,73.65
MSFT,8/17/2017,72.4
MSFT,8/18/2017,72.49
MSFT,8/21/2017,72.15
MSFT,8/22/2017,73.16
MSFT,8/23/2017,72.72
MSFT,8/24/2017,72.69
MSFT,8/25/2017,72.82
MSFT,8/28/2017,72.83
MSFT,8/29/2017,73.05
MSFT,8/30/2017,74.01
MSFT,8/31/2017,74.77
MSFT,9/1/2017,73.94
MSFT,9/5/2017,73.61
MSFT,9/6/2017,73.4
MSFT,9/7/2017,74.34
MSFT,9/8/2017,73.98
MSFT,9/11/2017,74.76
MSFT,9/12/2017,74.68
MSFT,9/13/2017,75.21
MSFT,9/14/2017,74.77
MSFT,9/15/2017,75.31
MSFT,9/18/2017,75.16
MSFT,9/19/2017,75.44
MSFT,9/20/2017,74.94
MSFT,9/21/2017,74.21
MSFT,9/22/2017,74.41
MSFT,9/25/2017,73.26
MSFT,9/26/2017,73.26
MSFT,9/27/2017,73.85
MSFT,9/28/2017,73.87
MSFT,9/29/2017,74.49
MSFT,10/2/2017,74.61
MSFT,10/3/2017,74.26
MSFT,10/4/2017,74.69
MSFT,10/5/2017,75.97
MSFT,10/6/2017,76
MSFT,10/9/2017,76.29
MSFT,10/10/2017,76.29
MSFT,10/11/2017,76.42
MSFT,10/12/2017,77.12
MSFT,10/13/2017,77.49
MSFT,10/16/2017,77.65
MSFT,10/17/2017,77.59
MSFT,10/18/2017,77.61
MSFT,10/19/2017,77.91
MSFT,10/20/2017,78.81
MSFT,10/23/2017,78.83
MSFT,10/24/2017,78.86
MSFT,10/25/2017,78.63
MSFT,10/26/2017,78.76
MSFT,10/27/2017,83.81
MSFT,10/30/2017,83.89
MSFT,10/31/2017,83.18
MSFT,11/1/2017,83.18
MSFT,11/2/2017,84.05
MSFT,11/3/2017,84.14
MSFT,11/6/2017,84.47
MSFT,11/7/2017,84.27
MSFT,11/8/2017,84.56
MSFT,11/9/2017,84.09
MSFT,11/10/2017,83.87
MSFT,11/13/2017,83.93
MSFT,11/14/2017,84.05
MSFT,11/15/2017,82.98
MSFT,11/16/2017,83.2
MSFT,11/17/2017,82.4
MSFT,11/20/2017,82.53
MSFT,11/21/2017,83.72
MSFT,11/22/2017,83.11
MSFT,11/24/2017,83.26
MSFT,11/27/2017,83.87
MSFT,11/28/2017,84.88
MSFT,11/29/2017,83.34
MSFT,11/30/2017,84.17
MSFT,12/1/2017,84.26
MSFT,12/4/2017,81.08
MSFT,12/5/2017,81.59
MSFT,12/6/2017,82.78
MSFT,12/7/2017,82.49
MSFT,12/8/2017,84.16
MSFT,12/11/2017,85.23
MSFT,12/12/2017,85.58
MSFT,12/13/2017,85.35
MSFT,12/14/2017,84.69
MSFT,12/15/2017,86.85
MSFT,12/18/2017,86.38
MSFT,12/19/2017,85.83
MSFT,12/20/2017,85.52
MSFT,12/21/2017,85.5
MSFT,12/22/2017,85.51
MSFT,12/26/2017,85.4
MSFT,12/27/2017,85.71
MSFT,12/28/2017,85.72
MSFT,12/29/2017,85.54
MSFT,1/2/2018,85.95
MSFT,1/3/2018,86.35
MSFT,1/4/2018,87.11
MSFT,1/5/2018,88.19
MSFT,1/8/2018,88.28
MSFT,1/9/2018,88.22
MSFT,1/10/2018,87.82
MSFT,1/11/2018,88.08
MSFT,1/12/2018,89.6
MSFT,1/16/2018,88.35
MSFT,1/17/2018,90.14
MSFT,1/18/2018,90.1
MSFT,1/19/2018,90
MSFT,1/22/2018,91.61
MSFT,1/23/2018,91.9
MSFT,1/24/2018,91.82
MSFT,1/25/2018,92.33
MSFT,1/26/2018,94.06
MSFT,1/29/2018,93.92
MSFT,1/30/2018,92.74
MSFT,1/31/2018,95.01
MSFT,2/1/2018,94.26
MSFT,2/2/2018,91.78
MSFT,2/5/2018,88
MSFT,2/6/2018,91.33
MSFT,2/7/2018,89.61
MSFT,2/8/2018,85.01
MSFT,2/9/2018,88.18
MSFT,2/12/2018,89.13
MSFT,2/13/2018,89.83
MSFT,2/14/2018,90.81
MSFT,2/15/2018,92.66
MSFT,2/16/2018,92
MSFT,2/20/2018,92.72
MSFT,2/21/2018,91.49
MSFT,2/22/2018,91.73
MSFT,2/23/2018,94.06
MSFT,2/26/2018,95.42
MSFT,2/27/2018,94.2
MSFT,2/28/2018,93.77
MSFT,3/1/2018,92.85
MSFT,3/2/2018,93.05
MSFT,3/5/2018,93.64
MSFT,3/6/2018,93.32
MSFT,3/7/2018,93.86
MSFT,3/8/2018,94.43
MSFT,3/9/2018,96.54
MSFT,3/12/2018,96.77
MSFT,3/13/2018,94.41
MSFT,3/14/2018,93.85
MSFT,3/15/2018,94.18
MSFT,3/16/2018,94.6
MSFT,3/19/2018,92.89
MSFT,3/20/2018,93.13
MSFT,3/21/2018,92.48
MSFT,3/22/2018,89.79
MSFT,3/23/2018,87.18
MSFT,3/26/2018,93.78
MSFT,3/27/2018,89.47
MSFT,3/28/2018,89.39
MSFT,3/29/2018,91.27
MSFT,4/2/2018,88.52
MSFT,4/3/2018,89.71
MSFT,4/4/2018,92.33
MSFT,4/5/2018,92.38
MSFT,4/6/2018,90.23
MSFT,4/9/2018,90.77
MSFT,4/10/2018,92.88
MSFT,4/11/2018,91.86
MSFT,4/12/2018,93.58
MSFT,4/13/2018,93.08
MSFT,4/16/2018,94.17
MSFT,4/17/2018,96.07
MSFT,4/18/2018,96.44
MSFT,4/19/2018,96.11
MSFT,4/20/2018,95
MSFT,4/23/2018,95.35
MSFT,4/24/2018,93.12
MSFT,4/25/2018,92.31
MSFT,4/26/2018,94.26
MSFT,4/27/2018,95.82
MSFT,4/30/2018,93.52
MSFT,5/1/2018,95
MSFT,5/2/2018,93.51
MSFT,5/3/2018,94.07
MSFT,5/4/2018,95.16
MSFT,5/7/2018,96.22
MSFT,5/8/2018,95.81
MSFT,5/9/2018,96.94
MSFT,5/10/2018,97.91
MSFT,5/11/2018,97.7
MSFT,5/14/2018,98.03
MSFT,5/15/2018,97.32
MSFT,5/16/2018,97.15
MSFT,5/17/2018,96.18
MSFT,5/18/2018,96.36
MSFT,5/21/2018,97.6
MSFT,5/22/2018,97.5
MSFT,5/23/2018,98.66
MSFT,5/24/2018,98.31
MSFT,5/25/2018,98.36
MSFT,5/29/2018,98.01
MSFT,5/30/2018,98.95
MSFT,5/31/2018,98.84
MSFT,6/1/2018,100.79
MSFT,6/4/2018,101.67
MSFT,6/5/2018,102.19
MSFT,6/6/2018,102.49
MSFT,6/7/2018,100.88
MSFT,6/8/2018,101.63
MSFT,6/11/2018,101.05
MSFT,6/12/2018,101.31
MSFT,6/13/2018,100.85
MSFT,6/14/2018,101.42
MSFT,6/15/2018,100.13
MSFT,6/18/2018,100.86
MSFT,6/19/2018,100.86
MSFT,6/20/2018,101.87
MSFT,6/21/2018,101.14
MSFT,6/22/2018,100.41
MSFT,6/25/2018,98.39
MSFT,6/26/2018,99.08
MSFT,6/27/2018,97.54
MSFT,6/28/2018,98.63
MSFT,6/29/2018,98.61
MSFT,7/2/2018,100.01
MSFT,7/3/2018,99.05
MSFT,7/5/2018,99.76
MSFT,7/6/2018,101.16
MSFT,7/9/2018,101.85
MSFT,7/10/2018,102.12
MSFT,7/11/2018,101.98
MSFT,7/12/2018,104.19
MSFT,7/13/2018,105.43
MSFT,7/16/2018,104.91
MSFT,7/17/2018,105.95
MSFT,7/18/2018,105.12
MSFT,7/19/2018,104.4
MSFT,7/20/2018,106.27
MSFT,7/23/2018,107.97
MSFT,7/24/2018,107.66
MSFT,7/25/2018,110.83
MSFT,7/26/2018,109.62
MSFT,7/27/2018,107.68
MSFT,7/30/2018,105.37
MSFT,7/31/2018,106.08
MSFT,8/1/2018,106.28
MSFT,8/2/2018,107.57
MSFT,8/3/2018,108.04
MSFT,8/6/2018,108.13
MSFT,8/7/2018,108.88
MSFT,8/8/2018,109.49
MSFT,8/9/2018,109.67
MSFT,8/10/2018,109
MSFT,8/13/2018,108.21
MSFT,8/14/2018,109.56
MSFT,8/15/2018,107.66
MSFT,8/16/2018,107.64
MSFT,8/17/2018,107.58
MSFT,8/20/2018,106.87
MSFT,8/21/2018,105.98
MSFT,8/22/2018,107.06
MSFT,8/23/2018,107.56
MSFT,8/24/2018,108.4
MSFT,8/27/2018,109.6
MSFT,8/28/2018,110.26
MSFT,8/29/2018,112.02
MSFT,8/30/2018,111.95
MSFT,8/31/2018,112.33
MSFT,9/4/2018,111.71
MSFT,9/5/2018,108.49
MSFT,9/6/2018,108.74
MSFT,9/7/2018,108.21
MSFT,9/10/2018,109.38
MSFT,9/11/2018,111.24
MSFT,9/12/2018,111.71
MSFT,9/13/2018,112.91
MSFT,9/14/2018,113.37
MSFT,9/17/2018,112.14
MSFT,9/18/2018,113.21
MSFT,9/19/2018,111.7
MSFT,9/20/2018,113.57
MSFT,9/21/2018,114.26
MSFT,9/24/2018,114.67
MSFT,9/25/2018,114.45
MSFT,9/26/2018,113.98
MSFT,9/27/2018,114.41
MSFT,9/28/2018,114.37
MSFT,10/1/2018,115.61
MSFT,10/2/2018,115.15
MSFT,10/3/2018,115.17
MSFT,10/4/2018,112.79
MSFT,10/5/2018,112.13
MSFT,10/8/2018,110.85
MSFT,10/9/2018,112.26
MSFT,10/10/2018,106.16
MSFT,10/11/2018,105.91
MSFT,10/12/2018,109.57
MSFT,10/15/2018,107.6
MSFT,10/16/2018,111
MSFT,10/17/2018,110.71
MSFT,10/18/2018,108.5
MSFT,10/19/2018,108.66
MSFT,10/22/2018,109.63
MSFT,10/23/2018,108.1
MSFT,10/24/2018,102.32
MSFT,10/25/2018,108.3
MSFT,10/26/2018,106.96
MSFT,10/29/2018,103.85
MSFT,10/30/2018,103.73
MSFT,10/31/2018,106.81
MSFT,11/1/2018,105.92
MSFT,11/2/2018,106.16
MSFT,11/5/2018,107.51
MSFT,11/6/2018,107.72
MSFT,11/7/2018,111.96
MSFT,11/8/2018,111.75
MSFT,11/9/2018,109.57
MSFT,11/12/2018,106.87
MSFT,11/13/2018,106.94
MSFT,11/14/2018,104.97
MSFT,11/15/2018,107.28
MSFT,11/16/2018,108.29
MSFT,11/19/2018,104.62
MSFT,11/20/2018,101.71
MSFT,11/21/2018,103.11
MSFT,11/23/2018,103.07
MSFT,11/26/2018,106.47
MSFT,11/27/2018,107.14
MSFT,11/28/2018,111.12
MSFT,11/29/2018,110.19
MSFT,11/30/2018,110.89
MSFT,12/3/2018,112.09
MSFT,12/4/2018,108.52
MSFT,12/6/2018,109.19
MSFT,12/7/2018,104.82
MSFT,12/10/2018,107.59
MSFT,12/11/2018,108.59
MSFT,12/12/2018,109.08
MSFT,12/13/2018,109.45
MSFT,12/14/2018,106.03
MSFT,12/17/2018,102.89
MSFT,12/18/2018,103.97
MSFT,12/19/2018,103.69
MSFT,12/20/2018,101.51
MSFT,12/21/2018,98.23
MSFT,12/24/2018,94.13
MSFT,12/26/2018,100.56
MSFT,12/27/2018,101.18
MSFT,12/28/2018,100.39
MSFT,12/31/2018,101.57
MSFT,1/2/2019,101.12
MSFT,1/3/2019,97.4
MSFT,1/4/2019,101.93
MSFT,1/7/2019,102.06
MSFT,1/8/2019,102.8
MSFT,1/9/2019,104.27
MSFT,1/10/2019,103.6
MSFT,1/11/2019,102.8
MSFT,1/14/2019,102.05
MSFT,1/15/2019,105.01
MSFT,1/16/2019,105.38
MSFT,1/17/2019,106.12
MSFT,1/18/2019,107.71
MSFT,1/22/2019,105.68
MSFT,1/23/2019,106.71
MSFT,1/24/2019,106.2
MSFT,1/25/2019,107.17
MSFT,1/28/2019,105.08
MSFT,1/29/2019,102.94
MSFT,1/30/2019,106.38
MSFT,1/31/2019,104.43
MSFT,2/1/2019,102.78
MSFT,2/4/2019,105.74
MSFT,2/5/2019,107.22
MSFT,2/6/2019,106.03
MSFT,2/7/2019,105.27
MSFT,2/8/2019,105.67
MSFT,2/11/2019,105.25
MSFT,2/12/2019,106.89
MSFT,2/13/2019,106.81
MSFT,2/14/2019,106.9
MSFT,2/15/2019,108.22
MSFT,2/19/2019,108.17
MSFT,2/20/2019,107.15
MSFT,2/21/2019,109.41
MSFT,2/22/2019,110.97
MSFT,2/25/2019,111.59
MSFT,2/26/2019,112.36
MSFT,2/27/2019,112.17
MSFT,2/28/2019,112.03
MSFT,3/1/2019,112.53
MSFT,3/4/2019,112.26
MSFT,3/5/2019,111.7
MSFT,3/6/2019,111.75
MSFT,3/7/2019,110.39
MSFT,3/8/2019,110.51
MSFT,3/11/2019,112.83
MSFT,3/12/2019,113.62
MSFT,3/13/2019,114.5
MSFT,3/14/2019,114.59
MSFT,3/15/2019,115.91
MSFT,3/18/2019,117.57
MSFT,3/19/2019,117.65
MSFT,3/20/2019,117.52
MSFT,3/21/2019,120.22
MSFT,3/22/2019,117.05
MSFT,3/25/2019,117.66
MSFT,3/26/2019,117.91
MSFT,3/27/2019,116.77
MSFT,3/28/2019,116.93
MSFT,3/29/2019,117.94
MSFT,4/1/2019,119.02
MSFT,4/2/2019,119.19
MSFT,4/3/2019,119.97
MSFT,4/4/2019,119.36
MSFT,4/5/2019,119.89
MSFT,4/8/2019,119.93
MSFT,4/9/2019,119.28
MSFT,4/10/2019,120.19
MSFT,4/11/2019,120.33
MSFT,4/12/2019,120.95
MSFT,4/15/2019,121.05
MSFT,4/16/2019,120.77
MSFT,4/17/2019,121.77
MSFT,4/18/2019,123.37
MSFT,4/22/2019,123.76
MSFT,4/23/2019,125.44
MSFT,4/24/2019,125.01
MSFT,4/25/2019,129.15
MSFT,4/26/2019,129.89
MSFT,4/29/2019,129.77
MSFT,4/30/2019,130.6
MSFT,5/1/2019,127.88
MSFT,5/2/2019,126.21
MSFT,5/3/2019,128.9
MSFT,5/6/2019,128.15
MSFT,5/7/2019,125.52
MSFT,5/8/2019,125.51
MSFT,5/9/2019,125.5
MSFT,5/10/2019,127.13
MSFT,5/13/2019,123.35
MSFT,5/14/2019,124.73
MSFT,5/15/2019,126.02
MSFT,5/16/2019,128.93
MSFT,5/17/2019,128.07
MSFT,5/20/2019,126.22
MSFT,5/21/2019,126.9
MSFT,5/22/2019,127.67
MSFT,5/23/2019,126.18
MSFT,5/24/2019,126.24
MSFT,5/28/2019,126.16
MSFT,5/29/2019,124.94
MSFT,5/30/2019,125.73
MSFT,5/31/2019,123.68
MSFT,6/3/2019,119.84
MSFT,6/4/2019,123.16
MSFT,6/5/2019,125.83
MSFT,6/6/2019,127.82
MSFT,6/7/2019,131.4
MSFT,6/10/2019,132.6
MSFT,6/11/2019,132.1
MSFT,6/12/2019,131.49
MSFT,6/13/2019,132.32
MSFT,6/14/2019,132.45
MSFT,6/17/2019,132.85
MSFT,6/18/2019,135.16
MSFT,6/19/2019,135.69
MSFT,6/20/2019,136.95
MSFT,6/21/2019,136.97
MSFT,6/24/2019,137.78
MSFT,6/25/2019,133.43
